cell,x_um,y_um,orient
VIA_M1M2_PR,171.35,47.77,N
VIA_L1M1_PR_MR,171.81,47.77,N
VIA_L1M1_PR_MR,176.41,47.77,N
VIA_L1M1_PR_MR,176.87,47.77,N
VIA_M1M2_PR,176.87,47.77,N
VIA_L1M1_PR_MR,177.79,47.77,N
VIA_M1M2_PR,177.79,47.77,N
VIA_L1M1_PR_MR,178.25,47.77,N
VIA_M1M2_PR,178.25,47.77,N
VIA_L1M1_PR_MR,180.09,47.77,N
VIA_M1M2_PR,180.09,47.77,N
VIA_L1M1_PR_MR,181.93,47.77,N
VIA_M1M2_PR,182.39,47.77,N
VIA_L1M1_PR_MR,182.85,47.77,N
VIA_M1M2_PR,182.85,47.77,N
VIA_L1M1_PR_MR,183.31,47.77,N
VIA_L1M1_PR_MR,184.23,47.77,N
VIA_M1M2_PR,184.23,47.77,N
VIA_L1M1_PR_MR,168.125,47.8,N
VIA_M2M3_PR,174.57,47.94,N
VIA_M2M3_PR,177.33,47.94,N
VIA_L1M1_PR_MR,71.99,48.11,N
VIA_M1M2_PR,72.45,48.11,N
VIA_M1M2_PR,75.67,48.11,N
VIA_L1M1_PR_MR,75.67,48.11,N
VIA_M1M2_PR,77.05,48.11,N
VIA_L1M1_PR_MR,77.51,48.11,N
VIA_M1M2_PR,85.79,48.11,N
VIA_L1M1_PR_MR,88.55,48.11,N
VIA_L1M1_PR_MR,90.85,48.11,N
VIA_M1M2_PR,123.51,48.11,N
VIA_L1M1_PR_MR,163.53,48.11,N
VIA_L1M1_PR_MR,164.45,48.11,N
VIA_M1M2_PR,167.21,48.11,N
VIA_M1M2_PR,177.33,48.11,N
VIA_L1M1_PR_MR,180.92,48.11,N
VIA_L1M1_PR_MR,71.07,48.45,N
VIA_M1M2_PR,73.83,48.45,N
VIA_M1M2_PR,79.35,48.45,N
VIA_M1M2_PR,82.57,48.45,N
VIA_M1M2_PR,87.63,48.45,N
VIA_L1M1_PR_MR,89.01,48.45,N
VIA_M1M2_PR,91.77,48.45,N
VIA_L1M1_PR_MR,115.69,48.45,N
VIA_M1M2_PR,116.61,48.45,N
VIA_M1M2_PR,172.73,48.45,N
VIA_M1M2_PR,177.79,48.45,N
VIA_L1M1_PR_MR,181.465,48.45,N
VIA_M1M2_PR,186.53,48.45,N
VIA_M3M4_PR,169.74,48.62,N
VIA_M2M3_PR,172.27,48.62,N
sky130_fd_sc_hd__decap_3,10.12,48.96,FS
sky130_fd_sc_hd__decap_3,10.12,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,48.96,N
VIA_via2_3_2000_480_1_6_320_320,30.14,48.96,N
VIA_via4_5_2000_480_1_5_400_400,30.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,30.14,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,48.96,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,48.96,N
VIA_via2_3_2000_480_1_6_320_320,60.14,48.96,N
VIA_via4_5_2000_480_1_5_400_400,60.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,60.14,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,48.96,FS
sky130_fd_sc_hd__nand2_2,69.46,48.96,S
sky130_fd_sc_hd__nor3_2,72.22,48.96,FS
sky130_fd_sc_hd__and3_2,72.22,48.96,S
sky130_fd_sc_hd__a31o_2,74.52,48.96,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,48.96,N
sky130_fd_sc_hd__nor2_2,74.98,48.96,N
sky130_fd_sc_hd__dfrtp_2,75.9,48.96,FS
sky130_fd_sc_hd__dfrtp_2,81.88,48.96,N
sky130_fd_sc_hd__and4bb_2,81.88,48.96,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,48.96,FS
VIA_via4_5_2000_480_1_5_400_400,90.14,48.96,N
VIA_via2_3_2000_480_1_6_320_320,90.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,90.14,48.96,N
sky130_fd_sc_hd__a32o_2,92.0,48.96,S
sky130_fd_sc_hd__and3_2,94.3,48.96,FN
sky130_fd_sc_hd__a21o_2,95.22,48.96,S
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,48.96,FS
sky130_fd_sc_hd__dfrtp_2,115.0,48.96,N
sky130_fd_sc_hd__o21a_2,115.0,48.96,FS
sky130_fd_sc_hd__dfrtp_2,118.22,48.96,FS
VIA_via4_5_2000_480_1_5_400_400,120.14,48.96,N
VIA_via2_3_2000_480_1_6_320_320,120.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,120.14,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,48.96,FS
VIA_via2_3_2000_480_1_6_320_320,150.14,48.96,N
VIA_via4_5_2000_480_1_5_400_400,150.14,48.96,N
VIA_via3_4_2000_480_1_5_400_400,150.14,48.96,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,48.96,N
sky130_fd_sc_hd__and3_2,164.68,48.96,S
sky130_fd_sc_hd__tapvpwrvgnd_1,164.68,48.96,FS
sky130_fd_sc_hd__nand2_2,166.06,48.96,FN
sky130_fd_sc_hd__a21oi_2,169.28,48.96,FN
sky130_fd_sc_hd__xnor2_2,170.2,48.96,FS
sky130_fd_sc_hd__o211a_2,170.2,48.96,S
sky130_fd_sc_hd__or3_2,174.8,48.96,N
sky130_fd_sc_hd__o211a_2,174.8,48.96,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,177.56,48.96,N
sky130_fd_sc_hd__a211o_2,179.86,48.96,S
VIA_via3_4_2000_480_1_5_400_400,180.14,48.96,N
VIA_via2_3_2000_480_1_6_320_320,180.14,48.96,N
VIA_via4_5_2000_480_1_5_400_400,180.14,48.96,N
sky130_fd_sc_hd__o21ai_2,181.24,48.96,FN
sky130_fd_sc_hd__a31o_2,183.08,48.96,S
sky130_fd_sc_hd__or2_2,183.08,48.96,FS
sky130_fd_sc_hd__decap_3,189.98,48.96,S
sky130_fd_sc_hd__decap_3,189.98,48.96,FN
VIA_M3M4_PR,166.06,49.3,N
VIA_M2M3_PR,170.89,49.3,N
VIA_M1M2_PR,71.07,49.47,N
VIA_L1M1_PR_MR,72.45,49.47,N
VIA_L1M1_PR_MR,72.91,49.47,N
VIA_L1M1_PR_MR,73.83,49.47,N
VIA_M1M2_PR,75.21,49.47,N
VIA_M1M2_PR,78.43,49.47,N
VIA_L1M1_PR_MR,78.43,49.47,N
VIA_L1M1_PR_MR,90.85,49.47,N
VIA_L1M1_PR_MR,93.15,49.47,N
VIA_M1M2_PR,168.59,49.47,N
VIA_M1M2_PR,170.43,49.47,N
VIA_L1M1_PR_MR,176.87,49.47,N
VIA_M1M2_PR,181.47,49.47,N
VIA_M1M2_PR,74.29,49.81,N
VIA_L1M1_PR_MR,83.49,49.81,N
VIA_M1M2_PR,85.79,49.81,N
VIA_M1M2_PR,88.55,49.81,N
VIA_M1M2_PR,92.69,49.81,N
VIA_L1M1_PR_MR,94.07,49.81,N
VIA_M1M2_PR,116.61,49.81,N
VIA_L1M1_PR_MR,116.61,49.81,N
VIA_M1M2_PR,118.91,49.81,N
VIA_M1M2_PR,123.51,49.81,N
VIA_M1M2_PR,163.53,49.81,N
VIA_L1M1_PR_MR,163.99,49.81,N
VIA_M1M2_PR,171.35,49.81,N
VIA_L1M1_PR_MR,178.25,49.81,N
VIA_M1M2_PR,181.93,49.81,N
VIA_M2M3_PR,179.63,49.98,N
VIA_M3M4_PR,184.46,49.98,N
VIA_L1M1_PR_MR,71.53,50.15,N
VIA_M1M2_PR,72.91,50.15,N
VIA_L1M1_PR_MR,73.37,50.15,N
VIA_M1M2_PR,73.83,50.15,N
VIA_L1M1_PR_MR,75.21,50.15,N
VIA_M1M2_PR,75.21,50.15,N
VIA_M1M2_PR,76.59,50.15,N
VIA_L1M1_PR_MR,76.59,50.15,N
VIA_L1M1_PR_MR,77.97,50.15,N
VIA_L1M1_PR_MR,78.89,50.15,N
VIA_M1M2_PR,79.35,50.15,N
VIA_M1M2_PR,79.81,50.15,N
VIA_L1M1_PR_MR,81.65,50.15,N
VIA_M1M2_PR,135.47,50.15,N
VIA_L1M1_PR_MR,164.91,50.15,N
VIA_M1M2_PR,165.37,50.15,N
VIA_M1M2_PR,165.83,50.15,N
VIA_L1M1_PR_MR,165.83,50.15,N
VIA_M1M2_PR,166.29,50.15,N
VIA_L1M1_PR_MR,166.29,50.15,N
VIA_M1M2_PR,167.21,50.15,N
VIA_L1M1_PR_MR,168.13,50.15,N
VIA_L1M1_PR_MR,169.05,50.15,N
VIA_L1M1_PR_MR,172.725,50.15,N
VIA_M1M2_PR,172.73,50.15,N
VIA_M1M2_PR,173.19,50.15,N
VIA_L1M1_PR_MR,173.19,50.15,N
VIA_L1M1_PR_MR,173.65,50.15,N
VIA_M1M2_PR,173.65,50.15,N
VIA_L1M1_PR_MR,174.57,50.15,N
VIA_L1M1_PR_MR,175.03,50.15,N
VIA_L1M1_PR_MR,175.95,50.15,N
VIA_M1M2_PR,175.95,50.15,N
VIA_L1M1_PR_MR,179.17,50.15,N
VIA_M1M2_PR,179.63,50.15,N
VIA_L1M1_PR_MR,180.09,50.15,N
VIA_M1M2_PR,188.37,50.15,N
VIA_M1M2_PR,69.69,50.49,N
VIA_M1M2_PR,80.73,50.49,N
VIA_L1M1_PR_MR,80.73,50.49,N
VIA_L1M1_PR_MR,82.11,50.49,N
VIA_M1M2_PR,83.95,50.49,N
VIA_L1M1_PR_MR,115.23,50.49,N
VIA_M1M2_PR,118.45,50.49,N
VIA_M1M2_PR,124.43,50.49,N
VIA_L1M1_PR_MR,166.75,50.49,N
VIA_M1M2_PR,167.67,50.49,N
VIA_M1M2_PR,174.11,50.49,N
VIA_M1M2_PR,184.69,50.49,N
VIA_M1M2_PR,76.13,50.83,N
VIA_L1M1_PR_MR,76.59,50.83,N
VIA_M1M2_PR,77.51,50.83,N
VIA_L1M1_PR_MR,171.35,50.83,N
VIA_M1M2_PR,172.73,50.83,N
VIA_L1M1_PR_MR,178.71,50.83,N
VIA_M1M2_PR,75.67,51.17,N
VIA_L1M1_PR_MR,92.23,51.17,N
VIA_L1M1_PR_MR,93.15,51.17,N
VIA_M1M2_PR,93.61,51.17,N
VIA_M1M2_PR,114.77,51.17,N
VIA_M1M2_PR,123.97,51.17,N
VIA_L1M1_PR_MR,123.97,51.17,N
VIA_M1M2_PR,164.91,51.17,N
VIA_L1M1_PR_MR,175.03,51.17,N
VIA_via3_4_2000_480_1_5_400_400,26.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,26.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,26.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,56.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,56.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,56.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,86.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,86.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,86.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,116.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,116.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,116.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,146.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,146.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,146.44,51.68,N
VIA_via4_5_2000_480_1_5_400_400,176.44,51.68,N
VIA_via2_3_2000_480_1_6_320_320,176.44,51.68,N
VIA_via3_4_2000_480_1_5_400_400,176.44,51.68,N
VIA_L1M1_PR_MR,86.71,52.19,N
VIA_M1M2_PR,88.09,52.19,N
VIA_L1M1_PR_MR,89.01,52.19,N
VIA_M1M2_PR,117.99,52.19,N
VIA_L1M1_PR_MR,117.99,52.19,N
VIA_M1M2_PR,171.81,52.19,N
VIA_L1M1_PR_MR,172.27,52.19,N
VIA_M1M2_PR,173.19,52.19,N
VIA_L1M1_PR_MR,177.33,52.19,N
VIA_M1M2_PR,74.29,52.53,N
VIA_L1M1_PR_MR,77.97,52.53,N
VIA_M1M2_PR,79.81,52.53,N
VIA_M1M2_PR,81.65,52.53,N
VIA_M1M2_PR,83.49,52.53,N
VIA_M1M2_PR,85.79,52.53,N
VIA_L1M1_PR_MR,85.79,52.53,N
VIA_M1M2_PR,97.75,52.53,N
VIA_L1M1_PR_MR,121.21,52.53,N
VIA_L1M1_PR_MR,122.13,52.53,N
VIA_M1M2_PR,122.13,52.53,N
VIA_M1M2_PR,122.59,52.53,N
VIA_M1M2_PR,162.15,52.53,N
VIA_M1M2_PR,178.71,52.53,N
VIA_M2M3_PR,169.97,52.7,N
VIA_M3M4_PR,170.66,52.7,N
VIA_M1M2_PR,75.21,52.87,N
VIA_M1M2_PR,80.73,52.87,N
VIA_M1M2_PR,83.03,52.87,N
VIA_L1M1_PR_MR,84.41,52.87,N
VIA_L1M1_PR_MR,123.51,52.87,N
VIA_M1M2_PR,123.97,52.87,N
VIA_M1M2_PR,163.99,52.87,N
VIA_L1M1_PR_MR,165.37,52.87,N
VIA_L1M1_PR_MR,173.19,52.87,N
VIA_M1M2_PR,177.79,52.87,N
VIA_L1M1_PR_MR,177.79,52.87,N
VIA_L1M1_PR_MR,73.14,53.21,N
VIA_L1M1_PR_MR,74.29,53.21,N
VIA_M1M2_PR,74.29,53.21,N
VIA_M1M2_PR,75.67,53.21,N
VIA_L1M1_PR_MR,76.13,53.21,N
VIA_L1M1_PR_MR,76.59,53.21,N
VIA_M1M2_PR,77.51,53.21,N
VIA_L1M1_PR_MR,78.89,53.21,N
VIA_M1M2_PR,115.69,53.21,N
VIA_L1M1_PR_MR,116.15,53.21,N
VIA_M1M2_PR,116.61,53.21,N
VIA_L1M1_PR_MR,117.53,53.21,N
VIA_M1M2_PR,117.99,53.21,N
VIA_L1M1_PR_MR,119.37,53.21,N
VIA_L1M1_PR_MR,119.83,53.21,N
VIA_L1M1_PR_MR,166.29,53.21,N
VIA_M1M2_PR,167.21,53.21,N
VIA_L1M1_PR_MR,167.21,53.21,N
VIA_L1M1_PR_MR,167.67,53.21,N
VIA_M1M2_PR,167.67,53.21,N
VIA_L1M1_PR_MR,168.59,53.21,N
VIA_L1M1_PR_MR,169.51,53.21,N
VIA_L1M1_PR_MR,169.97,53.21,N
VIA_M1M2_PR,169.97,53.21,N
VIA_L1M1_PR_MR,170.43,53.21,N
VIA_M1M2_PR,170.43,53.21,N
VIA_L1M1_PR_MR,171.35,53.21,N
VIA_M1M2_PR,174.11,53.21,N
VIA_L1M1_PR_MR,174.565,53.21,N
VIA_L1M1_PR_MR,175.03,53.21,N
VIA_M1M2_PR,175.03,53.21,N
VIA_L1M1_PR_MR,175.49,53.21,N
VIA_L1M1_PR_MR,176.41,53.21,N
VIA_L1M1_PR_MR,178.71,53.21,N
VIA_M1M2_PR,187.91,53.21,N
VIA_M2M3_PR,83.03,53.38,N
VIA_M2M3_PR,87.63,53.38,N
VIA_L1M1_PR_MR,72.45,53.55,N
VIA_M1M2_PR,75.21,53.55,N
VIA_L1M1_PR_MR,75.21,53.55,N
VIA_L1M1_PR_MR,83.95,53.55,N
VIA_M1M2_PR,84.41,53.55,N
VIA_L1M1_PR_MR,88.09,53.55,N
VIA_M1M2_PR,118.91,53.55,N
VIA_M1M2_PR,171.81,53.55,N
VIA_L1M1_PR_MR,176.87,53.55,N
VIA_M1M2_PR,71.99,53.89,N
VIA_L1M1_PR_MR,71.99,53.89,N
VIA_L1M1_PR_MR,73.37,53.89,N
VIA_M1M2_PR,73.37,53.89,N
VIA_L1M1_PR_MR,77.05,53.89,N
VIA_L1M1_PR_MR,89.01,53.89,N
VIA_L1M1_PR_MR,89.93,53.89,N
VIA_M1M2_PR,92.23,53.89,N
VIA_M1M2_PR,169.51,53.89,N
VIA_M1M2_PR,170.89,53.89,N
sky130_fd_sc_hd__decap_3,10.12,54.4,N
sky130_fd_sc_hd__decap_3,10.12,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,54.4,N
VIA_via4_5_2000_480_1_5_400_400,30.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,30.14,54.4,N
VIA_via2_3_2000_480_1_6_320_320,30.14,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,54.4,N
VIA_via2_3_2000_480_1_6_320_320,60.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,60.14,54.4,N
VIA_via4_5_2000_480_1_5_400_400,60.14,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,54.4,FS
sky130_fd_sc_hd__a31o_2,71.3,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,54.4,N
sky130_fd_sc_hd__or3_2,77.74,54.4,FN
sky130_fd_sc_hd__and4_2,78.2,54.4,S
sky130_fd_sc_hd__xor2_2,78.2,54.4,FS
sky130_fd_sc_hd__a21oi_2,80.96,54.4,FN
sky130_fd_sc_hd__and2b_2,84.18,54.4,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,54.4,FS
sky130_fd_sc_hd__and3_2,87.86,54.4,FS
VIA_via2_3_2000_480_1_6_320_320,90.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,90.14,54.4,N
VIA_via4_5_2000_480_1_5_400_400,90.14,54.4,N
sky130_fd_sc_hd__dfrtp_2,90.62,54.4,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,54.4,FS
sky130_fd_sc_hd__a31o_2,115.0,54.4,N
VIA_via3_4_2000_480_1_5_400_400,120.14,54.4,N
VIA_via2_3_2000_480_1_6_320_320,120.14,54.4,N
VIA_via4_5_2000_480_1_5_400_400,120.14,54.4,N
sky130_fd_sc_hd__nand4_2,120.52,54.4,S
sky130_fd_sc_hd__and2b_2,123.74,54.4,S
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,54.4,FS
VIA_via2_3_2000_480_1_6_320_320,150.14,54.4,N
VIA_via4_5_2000_480_1_5_400_400,150.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,150.14,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,54.4,N
sky130_fd_sc_hd__tapvpwrvgnd_1,164.68,54.4,FS
sky130_fd_sc_hd__nor2_2,167.44,54.4,FS
sky130_fd_sc_hd__nand2_2,167.44,54.4,S
sky130_fd_sc_hd__nor2_2,168.82,54.4,N
sky130_fd_sc_hd__and3_2,171.12,54.4,N
sky130_fd_sc_hd__a21o_2,172.96,54.4,S
sky130_fd_sc_hd__o211a_2,176.64,54.4,S
sky130_fd_sc_hd__o21ai_2,177.1,54.4,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,177.56,54.4,N
sky130_fd_sc_hd__o21ai_2,179.86,54.4,S
VIA_via4_5_2000_480_1_5_400_400,180.14,54.4,N
VIA_via2_3_2000_480_1_6_320_320,180.14,54.4,N
VIA_via3_4_2000_480_1_5_400_400,180.14,54.4,N
sky130_fd_sc_hd__decap_3,189.98,54.4,S
sky130_fd_sc_hd__decap_3,189.98,54.4,FN
VIA_M1M2_PR,76.59,54.91,N
VIA_L1M1_PR_MR,78.43,54.91,N
VIA_M1M2_PR,112.93,54.91,N
VIA_L1M1_PR_MR,116.61,54.91,N
VIA_M1M2_PR,116.61,54.91,N
VIA_L1M1_PR_MR,117.07,54.91,N
VIA_M1M2_PR,169.05,54.91,N
VIA_M1M2_PR,88.55,55.25,N
VIA_L1M1_PR_MR,115.23,55.25,N
VIA_M1M2_PR,115.23,55.25,N
VIA_M1M2_PR,115.69,55.25,N
VIA_L1M1_PR_MR,117.99,55.25,N
VIA_M1M2_PR,117.99,55.25,N
VIA_M1M2_PR,165.37,55.25,N
VIA_L1M1_PR_MR,171.35,55.25,N
VIA_L1M1_PR_MR,172.27,55.25,N
VIA_M1M2_PR,172.73,55.25,N
VIA_L1M1_PR_MR,174.11,55.25,N
VIA_M1M2_PR,181.93,55.25,N
VIA_M3M4_PR,165.14,55.42,N
VIA_M2M3_PR,165.37,55.42,N
VIA_M3M4_PR,167.9,55.42,N
VIA_M2M3_PR,168.13,55.42,N
VIA_L1M1_PR_MR,77.51,55.59,N
VIA_M1M2_PR,77.51,55.59,N
VIA_L1M1_PR_MR,79.12,55.59,N
VIA_M1M2_PR,79.35,55.59,N
VIA_M1M2_PR,79.81,55.59,N
VIA_L1M1_PR_MR,79.81,55.59,N
VIA_M1M2_PR,82.57,55.59,N
VIA_M1M2_PR,83.49,55.59,N
VIA_L1M1_PR_MR,90.39,55.59,N
VIA_M1M2_PR,91.31,55.59,N
VIA_M1M2_PR,113.39,55.59,N
VIA_L1M1_PR_MR,116.15,55.59,N
VIA_M1M2_PR,118.91,55.59,N
VIA_M1M2_PR,160.31,55.59,N
VIA_L1M1_PR_MR,169.05,55.59,N
VIA_L1M1_PR_MR,169.97,55.59,N
VIA_L1M1_PR_MR,170.89,55.59,N
VIA_M1M2_PR,171.81,55.59,N
VIA_L1M1_PR_MR,175.95,55.59,N
VIA_M1M2_PR,191.13,55.59,N
VIA_L1M1_PR_MR,77.05,55.93,N
VIA_L1M1_PR_MR,77.97,55.93,N
VIA_L1M1_PR_MR,81.65,55.93,N
VIA_M1M2_PR,83.03,55.93,N
VIA_M1M2_PR,85.79,55.93,N
VIA_M1M2_PR,168.13,55.93,N
VIA_L1M1_PR_MR,174.57,55.93,N
VIA_L1M1_PR_MR,176.87,55.93,N
VIA_M1M2_PR,183.77,55.93,N
VIA_M1M2_PR,74.75,56.27,N
VIA_L1M1_PR_MR,75.67,56.27,N
VIA_M1M2_PR,76.13,56.27,N
VIA_L1M1_PR_MR,173.19,56.27,N
VIA_M1M2_PR,186.99,56.27,N
VIA_L1M1_PR_MR,77.51,56.61,N
VIA_M1M2_PR,77.97,56.61,N
VIA_L1M1_PR_MR,89.07,56.61,N
VIA_M1M2_PR,172.27,56.61,N
VIA_L1M1_PR_MR,172.27,56.61,N
VIA_via3_4_2000_480_1_5_400_400,26.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,26.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,26.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,56.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,56.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,56.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,86.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,86.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,86.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,116.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,116.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,116.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,146.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,146.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,146.44,57.12,N
VIA_via4_5_2000_480_1_5_400_400,176.44,57.12,N
VIA_via2_3_2000_480_1_6_320_320,176.44,57.12,N
VIA_via3_4_2000_480_1_5_400_400,176.44,57.12,N
VIA_via5_6_2000_2000_1_1_1600_1600,26.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,56.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,86.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,116.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,146.44,57.53,N
VIA_via5_6_2000_2000_1_1_1600_1600,176.44,57.53,N
VIA_M1M2_PR,77.05,57.63,N
VIA_L1M1_PR_MR,77.05,57.63,N
VIA_M1M2_PR,77.51,57.63,N
VIA_L1M1_PR_MR,78.43,57.63,N
VIA_M1M2_PR,122.59,57.63,N
VIA_M1M2_PR,71.99,57.97,N
VIA_L1M1_PR_MR,76.13,57.97,N
VIA_M1M2_PR,108.79,57.97,N
VIA_L1M1_PR_MR,74.75,58.31,N
VIA_M1M2_PR,75.21,58.31,N
VIA_L1M1_PR_MR,87.17,58.31,N
VIA_M1M2_PR,91.31,58.31,N
VIA_M1M2_PR,122.13,58.31,N
VIA_M1M2_PR,114.77,58.65,N
VIA_L1M1_PR_MR,116.61,58.65,N
VIA_M1M2_PR,117.07,58.65,N
VIA_L1M1_PR_MR,117.99,58.65,N
VIA_L1M1_PR_MR,118.91,58.65,N
VIA_L1M1_PR_MR,120.29,58.65,N
VIA_M1M2_PR,123.05,58.65,N
VIA_M1M2_PR,83.49,58.99,N
VIA_M1M2_PR,84.41,58.99,N
VIA_L1M1_PR_MR,85.79,58.99,N
VIA_M1M2_PR,188.83,58.99,N
VIA_M1M2_PR,118.91,59.33,N
VIA_L1M1_PR_MR,118.91,59.33,N
sky130_fd_sc_hd__decap_3,10.12,59.84,N
sky130_fd_sc_hd__decap_3,10.12,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,23.0,59.84,N
VIA_via2_3_2000_480_1_6_320_320,30.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,30.14,59.84,N
VIA_via3_4_2000_480_1_5_400_400,30.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,35.88,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,48.76,59.84,N
VIA_via2_3_2000_480_1_6_320_320,60.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,60.14,59.84,N
VIA_via3_4_2000_480_1_5_400_400,60.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,61.64,59.84,FS
sky130_fd_sc_hd__and2b_2,74.52,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,74.52,59.84,N
sky130_fd_sc_hd__and3_2,82.8,59.84,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,87.4,59.84,FS
sky130_fd_sc_hd__dfrtp_2,87.4,59.84,S
VIA_via2_3_2000_480_1_6_320_320,90.14,59.84,N
VIA_via3_4_2000_480_1_5_400_400,90.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,90.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,100.28,59.84,N
sky130_fd_sc_hd__nand2_2,112.7,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,113.16,59.84,FS
sky130_fd_sc_hd__or4_2,115.0,59.84,N
VIA_via4_5_2000_480_1_5_400_400,120.14,59.84,N
VIA_via2_3_2000_480_1_6_320_320,120.14,59.84,N
VIA_via3_4_2000_480_1_5_400_400,120.14,59.84,N
sky130_fd_sc_hd__nor4_2,120.52,59.84,S
sky130_fd_sc_hd__or4b_2,121.9,59.84,FN
sky130_fd_sc_hd__diode_2,122.82,59.84,FN
sky130_fd_sc_hd__tapvpwrvgnd_1,126.04,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,138.92,59.84,FS
VIA_via3_4_2000_480_1_5_400_400,150.14,59.84,N
VIA_via4_5_2000_480_1_5_400_400,150.14,59.84,N
VIA_via2_3_2000_480_1_6_320_320,150.14,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,151.8,59.84,N
sky130_fd_sc_hd__tapvpwrvgnd_1,164.68,59.84,FS
sky130_fd_sc_hd__tapvpwrvgnd_1,177.56,59.84,N
VIA_via4_5_2000_480_1_5_400_400,180.14,59.84,N
VIA_via2_3_2000_480_1_6_320_320,180.14,59.84,N
VIA_via3_4_2000_480_1_5_400_400,180.14,59.84,N
